Chart Date|Rank|Album|Artist|Spotify Album ID|Peak Pos|Weeks|Change
2016-01-02|2|Nathaniel Rateliff & The Night Sweats|Nathaniel Rateliff & The Night Sweats|4fJVmBWTmwohP1RgAS5a2W|1|17|0
2016-01-02|3|Hozier|Hozier|7HW03Zew4rnOhy5uwskRSz|1|63|0
2016-01-02|4|Before This World|James Taylor|7nNmJTgCFOJtTlhSRZXcPQ|1|27|0
2016-01-02|5|The Bootleg Series, Vol. 12: 1965 - 1966, The Best Of The Cutting Edge|Bob Dylan||1|6|0
2016-01-02|6|Chaos And The Calm|James Bay|3GqsyMrJu3o8jLiGyBsBQW|1|39|0
2016-01-02|7|Divers|Joanna Newsom||1|8|+2
2016-01-02|8|Carrie & Lowell|Sufjan Stevens|0U8DeqqKDgIhIiWOdqiQXE|1|29|+6
2016-01-02|9|Something More Than Free|Jason Isbell|1x3gpcLJaZA8vkLxRa6EhH|1|22|+3
2016-01-02|10|Sometimes I Sit And Think, And Sometimes I Just Sit.|Courtney Barnett|4xRrnbv5WmQp6CJXksbF1t|1|30|0
2016-01-02|11|Nightbird|Eva Cassidy|2igyypeJssM3FryIFmQGHt|11|1|Hot Shot Debut
2016-01-02|12|Dream Your Life Away|Vance Joy|6rIbiUMmZJfqJRnXhVxFvg|2|66|-1
2016-01-02|13|God With Us|Laura Story|4CIMpU9R01Tvfqd2k1m7vf|8|7|-5
2016-01-02|14|Beneath The Skin|Of Monsters And Men|1XoZXbaY5k41bIxBekZG5b|1|28|-1
2016-01-02|15|Jamie Lawson|Jamie Lawson|3ILPSyU8RawO2YHZENdrmB|3|4|Re-Entry
2016-01-02|16|ONXRT: Live From the Archives, Volume 17|Various Artists||1|2|-15
2016-01-02|17|b'lieve i'm goin down...|Kurt Vile|2uRTsStAmo7Z2UwCIvuwMv|2|11|+2
2016-01-02|18|Playlist: The Very Best Of Bob Dylan|Bob Dylan||12|2|Re-Entry
2016-01-02|19|I Love You, Honeybear|Father John Misty|2A8IKX257C4hJaYUHMhLP7|2|39|+3
2016-01-02|20|Star Wars|Wilco|7BD2cOGKumTOMctWSysCD5|2|14|+3
2016-01-02|21|Wanted On Voyage|George Ezra|5tF2lAa2rh2kU2xIiBzWia|1|47|-4
2016-01-02|22|The Firewatcher's Daughter|Brandi Carlile|574vPW6gCbK6lYxk5JGvFe|1|40|-1
2016-01-02|23|Bluenote Cafe|Neil Young||1|5|-7
2016-01-02|24|Salt As Wolves|Jeffrey Foucault|1QilTY0K8sxMy0lIVsZ4A4|24|2|+1
2016-01-02|25|If I Should Go Before You|City And Colour|3k4rlL82v2sypr2wTQtXts|1|10|-7
2015-12-26|1|ONXRT: Live From the Archives, Volume 17|Various Artists||1|1|Hot Shot Debut
2015-12-26|2|Nathaniel Rateliff & The Night Sweats|Nathaniel Rateliff & The Night Sweats|4fJVmBWTmwohP1RgAS5a2W|1|16|0
2015-12-26|3|Hozier|Hozier|7HW03Zew4rnOhy5uwskRSz|1|62|-2
2015-12-26|4|Before This World|James Taylor|7nNmJTgCFOJtTlhSRZXcPQ|1|26|-1
2015-12-26|5|The Bootleg Series, Vol. 12: 1965 - 1966, The Best Of The Cutting Edge|Bob Dylan||1|5|+3
2015-12-26|6|Chaos And The Calm|James Bay|3GqsyMrJu3o8jLiGyBsBQW|1|38|0
2015-12-26|7|1989|Ryan Adams|6WCWxMMBOvsAQl1SLUTMup|1|12|-2
2015-12-26|8|God With Us|Laura Story|4CIMpU9R01Tvfqd2k1m7vf|8|6|+1
2015-12-26|9|Divers|Joanna Newsom||1|7|+7
2015-12-26|10|Sometimes I Sit And Think, And Sometimes I Just Sit.|Courtney Barnett|4xRrnbv5WmQp6CJXksbF1t|1|29|+15
2015-12-26|11|Dream Your Life Away|Vance Joy|6rIbiUMmZJfqJRnXhVxFvg|2|65|-7
2015-12-26|12|Something More Than Free|Jason Isbell|1x3gpcLJaZA8vkLxRa6EhH|1|21|+3
2015-12-26|13|Beneath The Skin|Of Monsters And Men|1XoZXbaY5k41bIxBekZG5b|1|27|-3
2015-12-26|14|Carrie & Lowell|Sufjan Stevens|0U8DeqqKDgIhIiWOdqiQXE|1|28|+4
2015-12-26|15|Greatest Hits|Tracy Chapman|6UadJ2GvNZBAIRZadmbii4|3|3|-3
2015-12-26|16|Bluenote Cafe|Neil Young||1|4|-5
2015-12-26|17|Wanted On Voyage|George Ezra|5tF2lAa2rh2kU2xIiBzWia|1|46|-4
2015-12-26|18|If I Should Go Before You|City And Colour|3k4rlL82v2sypr2wTQtXts|1|9|+5
2015-12-26|19|b'lieve i'm goin down...|Kurt Vile|2uRTsStAmo7Z2UwCIvuwMv|2|10|0
2015-12-26|20|Picking Up The Pieces|Jewel|2uXmASzvhIl8hQJvVKh8ij|1|12|-6
2015-12-26|21|The Firewatcher's Daughter|Brandi Carlile|574vPW6gCbK6lYxk5JGvFe|1|39|-4
2015-12-26|22|I Love You, Honeybear|Father John Misty|2A8IKX257C4hJaYUHMhLP7|2|38|-1
2015-12-26|23|Star Wars|Wilco|7BD2cOGKumTOMctWSysCD5|2|13|Re-Entry
2015-12-26|24|So Familiar|Steve Martin & Edie Brickell||3|6|-2
2015-12-26|25|Salt As Wolves|Jeffrey Foucault|1QilTY0K8sxMy0lIVsZ4A4|24|1|New
2015-12-19|1|Hozier|Hozier|7HW03Zew4rnOhy5uwskRSz|1|61|+1
2015-12-19|2|Nathaniel Rateliff & The Night Sweats|Nathaniel Rateliff & The Night Sweats|4fJVmBWTmwohP1RgAS5a2W|1|15|-1
2015-12-19|3|Before This World|James Taylor|7nNmJTgCFOJtTlhSRZXcPQ|1|25|+1
2015-12-19|4|Dream Your Life Away|Vance Joy|6rIbiUMmZJfqJRnXhVxFvg|2|64|+3
2015-12-19|5|1989|Ryan Adams|6WCWxMMBOvsAQl1SLUTMup|1|11|+1
2015-12-19|6|Chaos And The Calm|James Bay|3GqsyMrJu3o8jLiGyBsBQW|1|37|+4
2015-12-19|7|The Intro (EP)|Ruth B||7|1|Hot Shot Debut
2015-12-19|8|The Bootleg Series, Vol. 12: 1965 - 1966, The Best Of The Cutting Edge|Bob Dylan||1|4|-3
2015-12-19|9|God With Us|Laura Story|4CIMpU9R01Tvfqd2k1m7vf|8|5|+4
2015-12-19|10|Beneath The Skin|Of Monsters And Men|1XoZXbaY5k41bIxBekZG5b|1|26|+7
2015-12-19|11|Bluenote Cafe|Neil Young||1|3|-3
2015-12-19|12|Greatest Hits|Tracy Chapman|6UadJ2GvNZBAIRZadmbii4|3|2|-9
2015-12-19|13|Wanted On Voyage|George Ezra|5tF2lAa2rh2kU2xIiBzWia|1|45|-1
2015-12-19|14|Picking Up The Pieces|Jewel|2uXmASzvhIl8hQJvVKh8ij|1|11|+7
2015-12-19|15|Something More Than Free|Jason Isbell|1x3gpcLJaZA8vkLxRa6EhH|1|20|+1
2015-12-19|16|Divers|Joanna Newsom||1|6|-2
2015-12-19|17|The Firewatcher's Daughter|Brandi Carlile|574vPW6gCbK6lYxk5JGvFe|1|38|+5
2015-12-19|18|Carrie & Lowell|Sufjan Stevens|0U8DeqqKDgIhIiWOdqiQXE|1|27|Re-Entry
2015-12-19|19|b'lieve i'm goin down...|Kurt Vile|2uRTsStAmo7Z2UwCIvuwMv|2|9|+4
2015-12-19|20|Delilah|Anderson East|2iOEBkiMCteCJExhYgVpXZ|7|2|Re-Entry
2015-12-19|21|I Love You, Honeybear|Father John Misty|2A8IKX257C4hJaYUHMhLP7|2|37|+4
2015-12-19|22|So Familiar|Steve Martin & Edie Brickell||3|5|-3
2015-12-19|23|If I Should Go Before You|City And Colour|3k4rlL82v2sypr2wTQtXts|1|8|+1
2015-12-19|24|Didn't He Ramble|Glen Hansard|0VR0U8c34soFl7IWPyqqwY|5|8|-4
2015-12-19|25|Sometimes I Sit And Think, And Sometimes I Just Sit.|Courtney Barnett|4xRrnbv5WmQp6CJXksbF1t|1|28|Re-Entry
2015-12-12|1|Nathaniel Rateliff & The Night Sweats|Nathaniel Rateliff & The Night Sweats|4fJVmBWTmwohP1RgAS5a2W|1|14|+1
2015-12-12|2|Hozier|Hozier|7HW03Zew4rnOhy5uwskRSz|1|60|+3
2015-12-12|3|Greatest Hits|Tracy Chapman|6UadJ2GvNZBAIRZadmbii4|3|1|Hot Shot Debut
2015-12-12|4|Before This World|James Taylor|7nNmJTgCFOJtTlhSRZXcPQ|1|24|+5
2015-12-12|5|The Bootleg Series, Vol. 12: 1965 - 1966, The Best Of The Cutting Edge|Bob Dylan||1|3|-1
2015-12-12|6|1989|Ryan Adams|6WCWxMMBOvsAQl1SLUTMup|1|10|+1
2015-12-12|7|Dream Your Life Away|Vance Joy|6rIbiUMmZJfqJRnXhVxFvg|2|63|+10
2015-12-12|8|Bluenote Cafe|Neil Young||1|2|-7
2015-12-12|9|The Wireless|Punch Brothers|787N3qYer0QERjjoWlXJx0|9|1|New
2015-12-12|10|Chaos And The Calm|James Bay|3GqsyMrJu3o8jLiGyBsBQW|1|36|-4
2015-12-12|11|Busted Jukebox, Volume 1|Shovels & Rope|3UHGDyigOGGTj4DyTanLxV|11|1|New
2015-12-12|12|Wanted On Voyage|George Ezra|5tF2lAa2rh2kU2xIiBzWia|1|44|+1
2015-12-12|13|God With Us|Laura Story|4CIMpU9R01Tvfqd2k1m7vf|8|4|+1
2015-12-12|14|Divers|Joanna Newsom||1|5|-6
2015-12-12|15|Sawyer Fredericks (EP)|Sawyer Fredericks||2|3|-12
2015-12-12|16|Something More Than Free|Jason Isbell|1x3gpcLJaZA8vkLxRa6EhH|1|19|+2
2015-12-12|17|Beneath The Skin|Of Monsters And Men|1XoZXbaY5k41bIxBekZG5b|1|25|+2
2015-12-12|18|Paradise Is There: The New Tigerlily Recordings|Natalie Merchant||5|3|-7
2015-12-12|19|So Familiar|Steve Martin & Edie Brickell||3|4|-3
2015-12-12|20|Didn't He Ramble|Glen Hansard|0VR0U8c34soFl7IWPyqqwY|5|7|-5
2015-12-12|21|Picking Up The Pieces|Jewel|2uXmASzvhIl8hQJvVKh8ij|1|10|+1
2015-12-12|22|The Firewatcher's Daughter|Brandi Carlile|574vPW6gCbK6lYxk5JGvFe|1|37|+3
2015-12-12|23|b'lieve i'm goin down...|Kurt Vile|2uRTsStAmo7Z2UwCIvuwMv|2|8|-3
2015-12-12|24|If I Should Go Before You|City And Colour|3k4rlL82v2sypr2wTQtXts|1|7|-12
2015-12-12|25|I Love You, Honeybear|Father John Misty|2A8IKX257C4hJaYUHMhLP7|2|36|Re-Entry
2015-12-05|1|Bluenote Cafe|Neil Young||1|1|Hot Shot Debut
2015-12-05|2|Nathaniel Rateliff & The Night Sweats|Nathaniel Rateliff & The Night Sweats|4fJVmBWTmwohP1RgAS5a2W|1|13|+2
2015-12-05|3|Sawyer Fredericks (EP)|Sawyer Fredericks||2|2|-1
2015-12-05|4|The Bootleg Series, Vol. 12: 1965 - 1966, The Best Of The Cutting Edge|Bob Dylan||1|2|-3
2015-12-05|5|Hozier|Hozier|7HW03Zew4rnOhy5uwskRSz|1|59|+1
2015-12-05|6|Chaos And The Calm|James Bay|3GqsyMrJu3o8jLiGyBsBQW|1|35|+4
2015-12-05|7|1989|Ryan Adams|6WCWxMMBOvsAQl1SLUTMup|1|9|0
2015-12-05|8|Divers|Joanna Newsom||1|4|+1
2015-12-05|9|Before This World|James Taylor|7nNmJTgCFOJtTlhSRZXcPQ|1|23|+7
2015-12-05|10|The Bootleg Series, Vol. 12: 1965 - 1966, The Cutting Edge, Deluxe Edition|Bob Dylan||3|2|-7
2015-12-05|11|Paradise Is There: The New Tigerlily Recordings|Natalie Merchant||5|2|-6
2015-12-05|12|If I Should Go Before You|City And Colour|3k4rlL82v2sypr2wTQtXts|1|6|+6
2015-12-05|13|Wanted On Voyage|George Ezra|5tF2lAa2rh2kU2xIiBzWia|1|43|+7
2015-12-05|14|God With Us|Laura Story|4CIMpU9R01Tvfqd2k1m7vf|8|3|-1
2015-12-05|15|Didn't He Ramble|Glen Hansard|0VR0U8c34soFl7IWPyqqwY|5|6|+6
2015-12-05|16|So Familiar|Steve Martin & Edie Brickell||3|3|-4
2015-12-05|17|Dream Your Life Away|Vance Joy|6rIbiUMmZJfqJRnXhVxFvg|2|62|+2
2015-12-05|18|Something More Than Free|Jason Isbell|1x3gpcLJaZA8vkLxRa6EhH|1|18|-1
2015-12-05|19|Beneath The Skin|Of Monsters And Men|1XoZXbaY5k41bIxBekZG5b|1|24|+3
2015-12-05|20|b'lieve i'm goin down...|Kurt Vile|2uRTsStAmo7Z2UwCIvuwMv|2|7|Re-Entry
2015-12-05|21|Strangers Again|Judy Collins|0L1t5RqtupjguRouvfFF6b|3|9|+3
2015-12-05|22|Picking Up The Pieces|Jewel|2uXmASzvhIl8hQJvVKh8ij|1|9|Re-Entry
2015-12-05|23|Jamie Lawson|Jamie Lawson|3ILPSyU8RawO2YHZENdrmB|3|3|-8
2015-12-05|24|Star Wars|Wilco|7BD2cOGKumTOMctWSysCD5|2|12|Re-Entry
2015-12-05|25|The Firewatcher's Daughter|Brandi Carlile|574vPW6gCbK6lYxk5JGvFe|1|36|-14
2015-11-28|1|The Bootleg Series, Vol. 12: 1965 - 1966, The Best Of The Cutting Edge|Bob Dylan||1|1|Hot Shot Debut
2015-11-28|2|Sawyer Fredericks (EP)|Sawyer Fredericks||2|1|New
2015-11-28|3|The Bootleg Series, Vol. 12: 1965 - 1966, The Cutting Edge, Deluxe Edition|Bob Dylan||3|1|New
2015-11-28|4|Nathaniel Rateliff & The Night Sweats|Nathaniel Rateliff & The Night Sweats|4fJVmBWTmwohP1RgAS5a2W|1|12|-2
2015-11-28|5|Paradise Is There: The New Tigerlily Recordings|Natalie Merchant||5|1|New
2015-11-28|6|Hozier|Hozier|7HW03Zew4rnOhy5uwskRSz|1|58|-1
2015-11-28|7|1989|Ryan Adams|6WCWxMMBOvsAQl1SLUTMup|1|8|-6
2015-11-28|8|Floodplain|Sara Groves|4xa65s9NcXYzUN72tYJnLP|8|2|+16
2015-11-28|9|Divers|Joanna Newsom||1|3|-5
2015-11-28|10|Chaos And The Calm|James Bay|3GqsyMrJu3o8jLiGyBsBQW|1|34|-3
2015-11-28|11|The Firewatcher's Daughter|Brandi Carlile|574vPW6gCbK6lYxk5JGvFe|1|35|+6
2015-11-28|12|So Familiar|Steve Martin & Edie Brickell||3|2|-9
2015-11-28|13|God With Us|Laura Story|4CIMpU9R01Tvfqd2k1m7vf|8|2|+9
2015-11-28|14|The Bootleg Series, Vol. 12: 1965 - 1966, The Cutting Edge|Bob Dylan||14|1|New
2015-11-28|15|Jamie Lawson|Jamie Lawson|3ILPSyU8RawO2YHZENdrmB|3|2|Re-Entry
2015-11-28|16|Before This World|James Taylor|7nNmJTgCFOJtTlhSRZXcPQ|1|22|-10
2015-11-28|17|Something More Than Free|Jason Isbell|1x3gpcLJaZA8vkLxRa6EhH|1|17|-6
2015-11-28|18|If I Should Go Before You|City And Colour|3k4rlL82v2sypr2wTQtXts|1|5|-10
2015-11-28|19|Dream Your Life Away|Vance Joy|6rIbiUMmZJfqJRnXhVxFvg|2|61|-9
2015-11-28|20|Wanted On Voyage|George Ezra|5tF2lAa2rh2kU2xIiBzWia|1|42|-5
2015-11-28|21|Didn't He Ramble|Glen Hansard|0VR0U8c34soFl7IWPyqqwY|5|5|Re-Entry
2015-11-28|22|Beneath The Skin|Of Monsters And Men|1XoZXbaY5k41bIxBekZG5b|1|23|-9
2015-11-28|23|Magnolias & Mistletoe|Marc Broussard|3ZE1GwR4vkDZWuJnU9ONaK|23|1|New
2015-11-28|24|Strangers Again|Judy Collins|0L1t5RqtupjguRouvfFF6b|3|8|-3
2015-11-28|25|Sermon On The Rocks|Josh Ritter|2HEYcRBk74DeTYcyAFAOFI|1|4|-11
2015-11-21|1|1989|Ryan Adams|6WCWxMMBOvsAQl1SLUTMup|1|7|+3
2015-11-21|2|Nathaniel Rateliff & The Night Sweats|Nathaniel Rateliff & The Night Sweats|4fJVmBWTmwohP1RgAS5a2W|1|11|0
2015-11-21|3|So Familiar|Steve Martin & Edie Brickell||3|1|Hot Shot Debut
2015-11-21|4|Divers|Joanna Newsom||1|2|-3
2015-11-21|5|Hozier|Hozier|7HW03Zew4rnOhy5uwskRSz|1|57|-2
2015-11-21|6|Before This World|James Taylor|7nNmJTgCFOJtTlhSRZXcPQ|1|21|+2
2015-11-21|7|Chaos And The Calm|James Bay|3GqsyMrJu3o8jLiGyBsBQW|1|33|+2
2015-11-21|8|If I Should Go Before You|City And Colour|3k4rlL82v2sypr2wTQtXts|1|4|-1
2015-11-21|9|b'lieve i'm goin down...|Kurt Vile|2uRTsStAmo7Z2UwCIvuwMv|2|6|+2
2015-11-21|10|Dream Your Life Away|Vance Joy|6rIbiUMmZJfqJRnXhVxFvg|2|60|+5
2015-11-21|11|Something More Than Free|Jason Isbell|1x3gpcLJaZA8vkLxRa6EhH|1|16|+2
2015-11-21|12|The Dream Alive (EP)|Vocal Few|2JHGZV3DfcDIuC7iJqYNjL|12|1|New
2015-11-21|13|Beneath The Skin|Of Monsters And Men|1XoZXbaY5k41bIxBekZG5b|1|22|+1
2015-11-21|14|Sermon On The Rocks|Josh Ritter|2HEYcRBk74DeTYcyAFAOFI|1|3|-9
2015-11-21|15|Wanted On Voyage|George Ezra|5tF2lAa2rh2kU2xIiBzWia|1|41|+3
2015-11-21|16|Picking Up The Pieces|Jewel|2uXmASzvhIl8hQJvVKh8ij|1|8|+1
2015-11-21|17|The Firewatcher's Daughter|Brandi Carlile|574vPW6gCbK6lYxk5JGvFe|1|34|+5
2015-11-21|18|Star Wars|Wilco|7BD2cOGKumTOMctWSysCD5|2|11|-6
2015-11-21|19|The Turnpike Troubadours|The Turnpike Troubadours|46EPywakNshyqPm3KFUYpQ|11|7|0
2015-11-21|20|Carrie & Lowell|Sufjan Stevens|0U8DeqqKDgIhIiWOdqiQXE|1|26|Re-Entry
2015-11-21|21|Strangers Again|Judy Collins|0L1t5RqtupjguRouvfFF6b|3|7|+2
2015-11-21|22|God With Us|Laura Story|4CIMpU9R01Tvfqd2k1m7vf|8|1|New
2015-11-21|23|Servant Of Love|Patty Griffin|5ISnw1aCUfzN5D3EVTQ77e|3|6|+1
2015-11-21|24|Floodplain|Sara Groves|4xa65s9NcXYzUN72tYJnLP|8|1|New
2015-11-21|25|Nashville Obsolete|Dave Rawlings Machine|1XSvq5XZQCp1rUzGcgKjPf|6|6|Re-Entry
2015-11-14|1|Divers|Joanna Newsom||1|1|Hot Shot Debut
2015-11-14|2|Nathaniel Rateliff & The Night Sweats|Nathaniel Rateliff & The Night Sweats|4fJVmBWTmwohP1RgAS5a2W|1|10|0
2015-11-14|3|Hozier|Hozier|7HW03Zew4rnOhy5uwskRSz|1|56|+3
2015-11-14|4|1989|Ryan Adams|6WCWxMMBOvsAQl1SLUTMup|1|6|+3
2015-11-14|5|Sermon On The Rocks|Josh Ritter|2HEYcRBk74DeTYcyAFAOFI|1|2|-4
2015-11-14|6|The Wonderlands: Dawn (EP)|Jon Foreman||6|1|New
2015-11-14|7|If I Should Go Before You|City And Colour|3k4rlL82v2sypr2wTQtXts|1|3|+3
2015-11-14|8|Before This World|James Taylor|7nNmJTgCFOJtTlhSRZXcPQ|1|20|+7
2015-11-14|9|Chaos And The Calm|James Bay|3GqsyMrJu3o8jLiGyBsBQW|1|32|0
2015-11-14|10|My Stupid Heart|Shawn Mullins|2pL74yvMG2tNfA8pckXkZJ|10|1|New
2015-11-14|11|b'lieve i'm goin down...|Kurt Vile|2uRTsStAmo7Z2UwCIvuwMv|2|5|+1
2015-11-14|12|Star Wars|Wilco|7BD2cOGKumTOMctWSysCD5|2|10|-1
2015-11-14|13|Something More Than Free|Jason Isbell|1x3gpcLJaZA8vkLxRa6EhH|1|15|+3
2015-11-14|14|Beneath The Skin|Of Monsters And Men|1XoZXbaY5k41bIxBekZG5b|1|21|-1
2015-11-14|15|Dream Your Life Away|Vance Joy|6rIbiUMmZJfqJRnXhVxFvg|2|59|-7
2015-11-14|16|Sun Leads Me On|Half Moon Run|1s6FlVyzq929eQ3o1kw23L|16|1|New
2015-11-14|17|Picking Up The Pieces|Jewel|2uXmASzvhIl8hQJvVKh8ij|1|7|-3
2015-11-14|18|Wanted On Voyage|George Ezra|5tF2lAa2rh2kU2xIiBzWia|1|40|+1
2015-11-14|19|The Turnpike Troubadours|The Turnpike Troubadours|46EPywakNshyqPm3KFUYpQ|11|6|+4
2015-11-14|20|Florasongs (EP)|The Decemberists||2|3|-3
2015-11-14|21|All We Need|Raury|5UOaWbjsdPwjPzzQbCGPWl|5|2|-16
2015-11-14|22|The Firewatcher's Daughter|Brandi Carlile|574vPW6gCbK6lYxk5JGvFe|1|33|0
2015-11-14|23|Strangers Again|Judy Collins|0L1t5RqtupjguRouvfFF6b|3|6|+1
2015-11-14|24|Servant Of Love|Patty Griffin|5ISnw1aCUfzN5D3EVTQ77e|3|5|-6
2015-11-14|25|Sometimes I Sit And Think, And Sometimes I Just Sit.|Courtney Barnett|4xRrnbv5WmQp6CJXksbF1t|1|27|Re-Entry
2015-11-07|1|Sermon On The Rocks|Josh Ritter|2HEYcRBk74DeTYcyAFAOFI|1|1|Hot Shot Debut
2015-11-07|2|Nathaniel Rateliff & The Night Sweats|Nathaniel Rateliff & The Night Sweats|4fJVmBWTmwohP1RgAS5a2W|1|9|+1
2015-11-07|3|Jamie Lawson|Jamie Lawson|3ILPSyU8RawO2YHZENdrmB|3|1|New
2015-11-07|4|Dear Wormwood,|The Oh Hellos|630zfSVYXJydI1vkUShGWn|4|1|New
2015-11-07|5|All We Need|Raury|5UOaWbjsdPwjPzzQbCGPWl|5|1|New
2015-11-07|6|Hozier|Hozier|7HW03Zew4rnOhy5uwskRSz|1|55|-1
2015-11-07|7|1989|Ryan Adams|6WCWxMMBOvsAQl1SLUTMup|1|5|-1
2015-11-07|8|Dream Your Life Away|Vance Joy|6rIbiUMmZJfqJRnXhVxFvg|2|58|+1
2015-11-07|9|Chaos And The Calm|James Bay|3GqsyMrJu3o8jLiGyBsBQW|1|31|+5
2015-11-07|10|If I Should Go Before You|City And Colour|3k4rlL82v2sypr2wTQtXts|1|2|-9
2015-11-07|11|Star Wars|Wilco|7BD2cOGKumTOMctWSysCD5|2|9|-4
2015-11-07|12|b'lieve i'm goin down...|Kurt Vile|2uRTsStAmo7Z2UwCIvuwMv|2|4|-2
2015-11-07|13|Beneath The Skin|Of Monsters And Men|1XoZXbaY5k41bIxBekZG5b|1|20|-2
2015-11-07|14|Picking Up The Pieces|Jewel|2uXmASzvhIl8hQJvVKh8ij|1|6|-2
2015-11-07|15|Before This World|James Taylor|7nNmJTgCFOJtTlhSRZXcPQ|1|19|-2
2015-11-07|16|Something More Than Free|Jason Isbell|1x3gpcLJaZA8vkLxRa6EhH|1|14|0
2015-11-07|17|Florasongs (EP)|The Decemberists||2|2|-15
2015-11-07|18|Servant Of Love|Patty Griffin|5ISnw1aCUfzN5D3EVTQ77e|3|4|-3
2015-11-07|19|Wanted On Voyage|George Ezra|5tF2lAa2rh2kU2xIiBzWia|1|39|-2
2015-11-07|20|Guesthouse|David Wax Museum|4iOltgzgFpO6mv2l69bqGz|20|1|New
2015-11-07|21|Nashville Obsolete|Dave Rawlings Machine|1XSvq5XZQCp1rUzGcgKjPf|6|5|0
2015-11-07|22|The Firewatcher's Daughter|Brandi Carlile|574vPW6gCbK6lYxk5JGvFe|1|32|+3
2015-11-07|23|The Turnpike Troubadours|The Turnpike Troubadours|46EPywakNshyqPm3KFUYpQ|11|5|-5
2015-11-07|24|Strangers Again|Judy Collins|0L1t5RqtupjguRouvfFF6b|3|5|-16
2015-11-07|25|Of This I'm Sure|Jenny & Tyler|1nWKloa8ZeWCxQ9dpkB6OU|25|1|New
2015-10-31|1|If I Should Go Before You|City And Colour|3k4rlL82v2sypr2wTQtXts|1|1|Hot Shot Debut
2015-10-31|2|Florasongs (EP)|The Decemberists||2|1|New
2015-10-31|3|Nathaniel Rateliff & The Night Sweats|Nathaniel Rateliff & The Night Sweats|4fJVmBWTmwohP1RgAS5a2W|1|8|-1
2015-10-31|4|Burning Edge Of Dawn|Andrew Peterson|0BqCfFbHbK5ggsVQm2lwuc|4|1|New
2015-10-31|5|Hozier|Hozier|7HW03Zew4rnOhy5uwskRSz|1|54|-2
2015-10-31|6|1989|Ryan Adams|6WCWxMMBOvsAQl1SLUTMup|1|4|-5
2015-10-31|7|Star Wars|Wilco|7BD2cOGKumTOMctWSysCD5|2|8|Re-Entry
2015-10-31|8|Strangers Again|Judy Collins|0L1t5RqtupjguRouvfFF6b|3|4|-4
2015-10-31|9|Dream Your Life Away|Vance Joy|6rIbiUMmZJfqJRnXhVxFvg|2|57|+8
2015-10-31|10|b'lieve i'm goin down...|Kurt Vile|2uRTsStAmo7Z2UwCIvuwMv|2|3|-5
2015-10-31|11|Beneath The Skin|Of Monsters And Men|1XoZXbaY5k41bIxBekZG5b|1|19|-1
2015-10-31|12|Picking Up The Pieces|Jewel|2uXmASzvhIl8hQJvVKh8ij|1|5|-4
2015-10-31|13|Before This World|James Taylor|7nNmJTgCFOJtTlhSRZXcPQ|1|18|-6
2015-10-31|14|Chaos And The Calm|James Bay|3GqsyMrJu3o8jLiGyBsBQW|1|30|+1
2015-10-31|15|Servant Of Love|Patty Griffin|5ISnw1aCUfzN5D3EVTQ77e|3|3|-6
2015-10-31|16|Something More Than Free|Jason Isbell|1x3gpcLJaZA8vkLxRa6EhH|1|13|-2
2015-10-31|17|Wanted On Voyage|George Ezra|5tF2lAa2rh2kU2xIiBzWia|1|38|-1
2015-10-31|18|The Turnpike Troubadours|The Turnpike Troubadours|46EPywakNshyqPm3KFUYpQ|11|4|-7
2015-10-31|19|Didn't He Ramble|Glen Hansard|0VR0U8c34soFl7IWPyqqwY|5|4|+6
2015-10-31|20|I Love You, Honeybear|Father John Misty|2A8IKX257C4hJaYUHMhLP7|2|35|Re-Entry
2015-10-31|21|Nashville Obsolete|Dave Rawlings Machine|1XSvq5XZQCp1rUzGcgKjPf|6|4|0
2015-10-31|22|Positive Songs For Negative People|Frank Turner|74kibOnFEYvBPM0g2GaSBf|3|10|+1
2015-10-31|23|Uncovered|Shawn Colvin|48RUKWr9oRjtkNiV74IVqn|7|3|-4
2015-10-31|24|Paradise|The Wood Brothers|0wDYv6QrtYk9Db9GJymzho|6|2|-18
2015-10-31|25|The Firewatcher's Daughter|Brandi Carlile|574vPW6gCbK6lYxk5JGvFe|1|31|-3
2015-10-24|1|1989|Ryan Adams|6WCWxMMBOvsAQl1SLUTMup|1|3|0
2015-10-24|2|Nathaniel Rateliff & The Night Sweats|Nathaniel Rateliff & The Night Sweats|4fJVmBWTmwohP1RgAS5a2W|1|7|+2
2015-10-24|3|Hozier|Hozier|7HW03Zew4rnOhy5uwskRSz|1|53|+2
2015-10-24|4|Strangers Again|Judy Collins|0L1t5RqtupjguRouvfFF6b|3|3|+12
2015-10-24|5|b'lieve i'm goin down...|Kurt Vile|2uRTsStAmo7Z2UwCIvuwMv|2|2|-3
2015-10-24|6|Paradise|The Wood Brothers|0wDYv6QrtYk9Db9GJymzho|6|1|Hot Shot Debut
2015-10-24|7|Before This World|James Taylor|7nNmJTgCFOJtTlhSRZXcPQ|1|17|+1
2015-10-24|8|Picking Up The Pieces|Jewel|2uXmASzvhIl8hQJvVKh8ij|1|4|-2
2015-10-24|9|Servant Of Love|Patty Griffin|5ISnw1aCUfzN5D3EVTQ77e|3|2|-6
2015-10-24|10|Beneath The Skin|Of Monsters And Men|1XoZXbaY5k41bIxBekZG5b|1|18|+1
2015-10-24|11|The Turnpike Troubadours|The Turnpike Troubadours|46EPywakNshyqPm3KFUYpQ|11|3|-2
