Chart Date|Rank|Album|Artist|Spotify Album ID|Peak Pos|Weeks|Change
2012-06-09|1|Sigh No More|Mumford & Sons|4EnpeGmIkEf8nAaBLLTBZn|1|119|+1
2012-06-09|2|The Lumineers|The Lumineers|155N1gV0cIFYaLiy3I5d83|1|8|+2
2012-06-09|3|The Hunger Games: Songs From District 12 And Beyond|Soundtrack||1|10|-2
2012-06-09|4|Blessings|Laura Story|4E2bKrxenWFwywQT3h1VBc|1|59|-1
2012-06-09|5|Barton Hollow|The Civil Wars|6yCzOeJHgOnJBP3K6IDPIV|1|69|0
2012-06-09|6|Stars And Satellites|Trampled By Turtles|3otETa3Pe9HZon4cP9xZnB|2|7|+1
2012-06-09|7|The Head And The Heart|The Head And The Heart||3|68|+3
2012-06-09|8|Goodbye Normal Street|Turnpike Troubadours|0bbz2cwhC8oQtyli5tjaqP|3|3|0
2012-06-09|9|Invisible Empires|Sara Groves|6tUO3hzO0KSp0BwGOT1kTg|2|13|+2
2012-06-09|10|From The Ground Up|John Fullbright|2IrANHmprNs8V0AHYvgGaN|10|3|+4
2012-06-09|11|Old Ideas|Leonard Cohen|3rKKkW53N1n2tAzZZw7sen|1|17|+2
2012-06-09|12|Helplessness Blues|Fleet Foxes|3l7iMXJ0jqFnIYZRyCUewC|1|54|+10
2012-06-09|13|Maraqopa|Damien Jurado|7mFphqEotE02ptUAV8SPEW|7|3|Re-Entry
2012-06-09|14|Break It Yourself|Andrew Bird|53lx7eVMQOx7jtXRYxMrUI|1|12|-5
2012-06-09|15|Every Kingdom|Ben Howard|2MxcbOGFi99D9JACvj74AH|10|10|+2
2012-06-09|16|Live From Shepherd's Bush Empire|Mumford & Sons|2fMNeQYA2SXHCfC7yV3deM|3|23|Re-Entry
2012-06-09|17|Nothing's Gonna Change The Way You Feel About Me Now|Justin Townes Earle|1jYWRTbBHYXykXymjprIZD|4|9|-1
2012-06-09|18|The Lion's Roar|First Aid Kit|4l74hbWS9uJmGe4npUbsR5|4|19|0
2012-06-09|19|The A Team (EP)|Ed Sheeran||14|12|-4
2012-06-09|20|The Bright Side|Meiko|6Bk3UDXIZCPizCuLobeMSR|6|2|-14
2012-06-09|21|Voice Of Ages|The Chieftains|6tjF20Xh7kOpkv3rvRU1mt|1|14|0
2012-06-09|22|Paper Airplane|Alison Krauss & Union Station||3|57|+3
2012-06-09|23|Leaving Eden|Carolina Chocolate Drops|1RGG9MCrdqsaBqvvxiM2Hf|6|11|Re-Entry
2012-06-09|24|Chimes Of Freedom: The Songs Of Bob Dylan|Various Artists|1SB9SD66SM04dm8wZdLatY|1|16|Re-Entry
2012-06-09|25|Who's Feeling Young Now?|Punch Brothers||5|15|-2
2012-06-02|1|The Hunger Games: Songs From District 12 And Beyond|Soundtrack||1|9|+1
2012-06-02|2|Sigh No More|Mumford & Sons|4EnpeGmIkEf8nAaBLLTBZn|1|118|+2
2012-06-02|3|Blessings|Laura Story|4E2bKrxenWFwywQT3h1VBc|1|58|-2
2012-06-02|4|The Lumineers|The Lumineers|155N1gV0cIFYaLiy3I5d83|1|7|+2
2012-06-02|5|Barton Hollow|The Civil Wars|6yCzOeJHgOnJBP3K6IDPIV|1|68|0
2012-06-02|6|The Bright Side|Meiko|6Bk3UDXIZCPizCuLobeMSR|6|1|Hot Shot Debut
2012-06-02|7|Stars And Satellites|Trampled By Turtles|3otETa3Pe9HZon4cP9xZnB|2|6|0
2012-06-02|8|Goodbye Normal Street|Turnpike Troubadours|0bbz2cwhC8oQtyli5tjaqP|3|2|-5
2012-06-02|9|Break It Yourself|Andrew Bird|53lx7eVMQOx7jtXRYxMrUI|1|11|0
2012-06-02|10|The Head And The Heart|The Head And The Heart||3|67|0
2012-06-02|11|Invisible Empires|Sara Groves|6tUO3hzO0KSp0BwGOT1kTg|2|12|-3
2012-06-02|12|One Of My Kind|Conor Oberst And The Mystic Valley Band||12|1|New
2012-06-02|13|Old Ideas|Leonard Cohen|3rKKkW53N1n2tAzZZw7sen|1|16|-1
2012-06-02|14|From The Ground Up|John Fullbright|2IrANHmprNs8V0AHYvgGaN|10|2|-1
2012-06-02|15|The A Team (EP)|Ed Sheeran||14|11|+1
2012-06-02|16|Nothing's Gonna Change The Way You Feel About Me Now|Justin Townes Earle|1jYWRTbBHYXykXymjprIZD|4|8|-1
2012-06-02|17|Every Kingdom|Ben Howard|2MxcbOGFi99D9JACvj74AH|10|9|+5
2012-06-02|18|The Lion's Roar|First Aid Kit|4l74hbWS9uJmGe4npUbsR5|4|18|-4
2012-06-02|19|Sun Midnight Sun|Sara Watkins|2rOQqAicJhyDMD8fGTpkG0|11|2|-8
2012-06-02|20|Boy On Bridge|Alan Doyle|0dtSlAHMcg1wO64fwIr5UG|20|1|New
2012-06-02|21|Voice Of Ages|The Chieftains|6tjF20Xh7kOpkv3rvRU1mt|1|13|-2
2012-06-02|22|Helplessness Blues|Fleet Foxes|3l7iMXJ0jqFnIYZRyCUewC|1|53|Re-Entry
2012-06-02|23|Who's Feeling Young Now?|Punch Brothers||5|14|+1
2012-06-02|24|Nothing Is Wrong|Dawes|0JdRkQkftmmNfn3gWDJ5LS|5|34|Re-Entry
2012-06-02|25|Paper Airplane|Alison Krauss & Union Station||3|56|-2
2012-05-26|1|Blessings|Laura Story|4E2bKrxenWFwywQT3h1VBc|1|57|0
2012-05-26|2|The Hunger Games: Songs From District 12 And Beyond|Soundtrack||1|8|0
2012-05-26|3|Goodbye Normal Street|Turnpike Troubadours|0bbz2cwhC8oQtyli5tjaqP|3|1|Hot Shot Debut
2012-05-26|4|Sigh No More|Mumford & Sons|4EnpeGmIkEf8nAaBLLTBZn|1|117|-1
2012-05-26|5|Barton Hollow|The Civil Wars|6yCzOeJHgOnJBP3K6IDPIV|1|67|-1
2012-05-26|6|The Lumineers|The Lumineers|155N1gV0cIFYaLiy3I5d83|1|6|-1
2012-05-26|7|Stars And Satellites|Trampled By Turtles|3otETa3Pe9HZon4cP9xZnB|2|5|0
2012-05-26|8|Invisible Empires|Sara Groves|6tUO3hzO0KSp0BwGOT1kTg|2|11|0
2012-05-26|9|Break It Yourself|Andrew Bird|53lx7eVMQOx7jtXRYxMrUI|1|10|0
2012-05-26|10|The Head And The Heart|The Head And The Heart||3|66|0
2012-05-26|11|Sun Midnight Sun|Sara Watkins|2rOQqAicJhyDMD8fGTpkG0|11|1|New
2012-05-26|12|Old Ideas|Leonard Cohen|3rKKkW53N1n2tAzZZw7sen|1|15|-1
2012-05-26|13|From The Ground Up|John Fullbright|2IrANHmprNs8V0AHYvgGaN|10|1|New
2012-05-26|14|The Lion's Roar|First Aid Kit|4l74hbWS9uJmGe4npUbsR5|4|17|+1
2012-05-26|15|Nothing's Gonna Change The Way You Feel About Me Now|Justin Townes Earle|1jYWRTbBHYXykXymjprIZD|4|7|+4
2012-05-26|16|The A Team (EP)|Ed Sheeran||14|10|-2
2012-05-26|17|Come Back As Rain|Good Old War|0VTbqFF2pxCJopfms6um73|7|7|Re-Entry
2012-05-26|18|Home Again|Michael Kiwanuka|6b7DeWxueaZY0NNReD6TrK|4|2|-12
2012-05-26|19|Voice Of Ages|The Chieftains|6tjF20Xh7kOpkv3rvRU1mt|1|12|-1
2012-05-26|20|Ramble At The Ryman|Levon Helm|4DVPUmjai3V6TkDUm9GDYB|6|9|-8
2012-05-26|21|Leaving Eden|Carolina Chocolate Drops|1RGG9MCrdqsaBqvvxiM2Hf|6|10|+3
2012-05-26|22|Every Kingdom|Ben Howard|2MxcbOGFi99D9JACvj74AH|10|8|Re-Entry
2012-05-26|23|Paper Airplane|Alison Krauss & Union Station||3|55|-2
2012-05-26|24|Who's Feeling Young Now?|Punch Brothers||5|13|-7
2012-05-26|25|Time As We Know It: The Songs Of Jerry Jeff Walker|Todd Snider|76HsrdJ9cLSJ1vnURDIWKL|13|2|-12
2012-05-19|1|Blessings|Laura Story|4E2bKrxenWFwywQT3h1VBc|1|56|+1
2012-05-19|2|The Hunger Games: Songs From District 12 And Beyond|Soundtrack||1|7|-1
2012-05-19|3|Sigh No More|Mumford & Sons|4EnpeGmIkEf8nAaBLLTBZn|1|116|0
2012-05-19|4|Barton Hollow|The Civil Wars|6yCzOeJHgOnJBP3K6IDPIV|1|66|0
2012-05-19|5|The Lumineers|The Lumineers|155N1gV0cIFYaLiy3I5d83|1|5|+2
2012-05-19|6|Home Again|Michael Kiwanuka|6b7DeWxueaZY0NNReD6TrK|4|1|Hot Shot Debut
2012-05-19|7|Stars And Satellites|Trampled By Turtles|3otETa3Pe9HZon4cP9xZnB|2|4|+1
2012-05-19|8|Invisible Empires|Sara Groves|6tUO3hzO0KSp0BwGOT1kTg|2|10|+3
2012-05-19|9|Break It Yourself|Andrew Bird|53lx7eVMQOx7jtXRYxMrUI|1|9|0
2012-05-19|10|The Head And The Heart|The Head And The Heart||3|65|0
2012-05-19|11|Old Ideas|Leonard Cohen|3rKKkW53N1n2tAzZZw7sen|1|14|+4
2012-05-19|12|Ramble At The Ryman|Levon Helm|4DVPUmjai3V6TkDUm9GDYB|6|8|0
2012-05-19|13|Time As We Know It: The Songs Of Jerry Jeff Walker|Todd Snider|76HsrdJ9cLSJ1vnURDIWKL|13|1|New
2012-05-19|14|The A Team (EP)|Ed Sheeran||14|9|0
2012-05-19|15|The Lion's Roar|First Aid Kit|4l74hbWS9uJmGe4npUbsR5|4|16|+6
2012-05-19|16|iTunes Session (EP)|Ryan Adams||5|2|-11
2012-05-19|17|Who's Feeling Young Now?|Punch Brothers||5|12|+1
2012-05-19|18|Voice Of Ages|The Chieftains|6tjF20Xh7kOpkv3rvRU1mt|1|11|-1
2012-05-19|19|Nothing's Gonna Change The Way You Feel About Me Now|Justin Townes Earle|1jYWRTbBHYXykXymjprIZD|4|6|+3
2012-05-19|20|Chimes Of Freedom: The Songs Of Bob Dylan|Various Artists|1SB9SD66SM04dm8wZdLatY|1|15|+4
2012-05-19|21|Paper Airplane|Alison Krauss & Union Station||3|54|Re-Entry
2012-05-19|22|Landline|Greg Laswell|2zFQ8uYE0rt0TwECs7jCAx|6|2|-16
2012-05-19|23|Nothing Is Wrong|Dawes|0JdRkQkftmmNfn3gWDJ5LS|5|33|Re-Entry
2012-05-19|24|Leaving Eden|Carolina Chocolate Drops|1RGG9MCrdqsaBqvvxiM2Hf|6|9|Re-Entry
2012-05-19|25|In The Time Of Gods|Dar Williams|0eh8NktoddrHKMdRT4eNQV|8|3|-5
2012-05-12|1|The Hunger Games: Songs From District 12 And Beyond|Soundtrack||1|6|0
2012-05-12|2|Blessings|Laura Story|4E2bKrxenWFwywQT3h1VBc|1|55|+2
2012-05-12|3|Sigh No More|Mumford & Sons|4EnpeGmIkEf8nAaBLLTBZn|1|115|0
2012-05-12|4|Barton Hollow|The Civil Wars|6yCzOeJHgOnJBP3K6IDPIV|1|65|-2
2012-05-12|5|iTunes Session (EP)|Ryan Adams||5|1|Hot Shot Debut
2012-05-12|6|Landline|Greg Laswell|2zFQ8uYE0rt0TwECs7jCAx|6|1|New
2012-05-12|7|The Lumineers|The Lumineers|155N1gV0cIFYaLiy3I5d83|1|4|-2
2012-05-12|8|Stars And Satellites|Trampled By Turtles|3otETa3Pe9HZon4cP9xZnB|2|3|-1
2012-05-12|9|Break It Yourself|Andrew Bird|53lx7eVMQOx7jtXRYxMrUI|1|8|-3
2012-05-12|10|The Head And The Heart|The Head And The Heart||3|64|0
2012-05-12|11|Invisible Empires|Sara Groves|6tUO3hzO0KSp0BwGOT1kTg|2|9|Re-Entry
2012-05-12|12|Ramble At The Ryman|Levon Helm|4DVPUmjai3V6TkDUm9GDYB|6|7|-3
2012-05-12|13|The Great Despiser|Joe Pug|1fgbFOf5qEGOja9xOYbwWo|13|1|New
2012-05-12|14|The A Team (EP)|Ed Sheeran||14|8|+2
2012-05-12|15|Old Ideas|Leonard Cohen|3rKKkW53N1n2tAzZZw7sen|1|13|-1
2012-05-12|16|Live At Amoeba (EP)|The Civil Wars||16|1|New
2012-05-12|17|Voice Of Ages|The Chieftains|6tjF20Xh7kOpkv3rvRU1mt|1|10|+2
2012-05-12|18|Who's Feeling Young Now?|Punch Brothers||5|11|+2
2012-05-12|19|Agnostic Hymns & Stoner Fables|Todd Snider|6KEpPOGvTm7MLn1nnm89an|6|7|Re-Entry
2012-05-12|20|In The Time Of Gods|Dar Williams|0eh8NktoddrHKMdRT4eNQV|8|2|-12
2012-05-12|21|The Lion's Roar|First Aid Kit|4l74hbWS9uJmGe4npUbsR5|4|15|-9
2012-05-12|22|Nothing's Gonna Change The Way You Feel About Me Now|Justin Townes Earle|1jYWRTbBHYXykXymjprIZD|4|5|-7
2012-05-12|23|Older Than My Old Man Now|Loudon Wainwright III|3tvhJCnBYLaJMDnN1JdjfK|13|2|-10
2012-05-12|24|Chimes Of Freedom: The Songs Of Bob Dylan|Various Artists|1SB9SD66SM04dm8wZdLatY|1|14|-6
2012-05-12|25|All Live|Gordon Lightfoot|0M3eWpsPdn2LWBjphFZlUO|25|1|New
2012-05-05|1|The Hunger Games: Songs From District 12 And Beyond|Soundtrack||1|5|0
2012-05-05|2|Barton Hollow|The Civil Wars|6yCzOeJHgOnJBP3K6IDPIV|1|64|+2
2012-05-05|3|Sigh No More|Mumford & Sons|4EnpeGmIkEf8nAaBLLTBZn|1|114|0
2012-05-05|4|Blessings|Laura Story|4E2bKrxenWFwywQT3h1VBc|1|54|+7
2012-05-05|5|The Lumineers|The Lumineers|155N1gV0cIFYaLiy3I5d83|1|3|0
2012-05-05|6|Break It Yourself|Andrew Bird|53lx7eVMQOx7jtXRYxMrUI|1|7|0
2012-05-05|7|Stars And Satellites|Trampled By Turtles|3otETa3Pe9HZon4cP9xZnB|2|2|-5
2012-05-05|8|In The Time Of Gods|Dar Williams|0eh8NktoddrHKMdRT4eNQV|8|1|Hot Shot Debut
2012-05-05|9|Ramble At The Ryman|Levon Helm|4DVPUmjai3V6TkDUm9GDYB|6|6|Re-Entry
2012-05-05|10|The Head And The Heart|The Head And The Heart||3|63|Re-Entry
2012-05-05|11|Shallow Bed|Dry The River|5W2DS7HGauXOJIr0Nmu8D4|11|1|New
2012-05-05|12|The Lion's Roar|First Aid Kit|4l74hbWS9uJmGe4npUbsR5|4|14|0
2012-05-05|13|Older Than My Old Man Now|Loudon Wainwright III|3tvhJCnBYLaJMDnN1JdjfK|13|1|New
2012-05-05|14|Old Ideas|Leonard Cohen|3rKKkW53N1n2tAzZZw7sen|1|12|-7
2012-05-05|15|Nothing's Gonna Change The Way You Feel About Me Now|Justin Townes Earle|1jYWRTbBHYXykXymjprIZD|4|4|-6
2012-05-05|16|The A Team (EP)|Ed Sheeran||14|7|+1
2012-05-05|17|Intersection|Nanci Griffith|1syBKsj7GupJxJwKcxBJFW|8|2|-9
2012-05-05|18|Chimes Of Freedom: The Songs Of Bob Dylan|Various Artists|1SB9SD66SM04dm8wZdLatY|1|13|-4
2012-05-05|19|Voice Of Ages|The Chieftains|6tjF20Xh7kOpkv3rvRU1mt|1|9|-9
2012-05-05|20|Who's Feeling Young Now?|Punch Brothers||5|10|-5
2012-05-05|21|Leaving Eden|Carolina Chocolate Drops|1RGG9MCrdqsaBqvvxiM2Hf|6|8|-8
2012-05-05|22|Let's Multiply (EP)|Jay Farrar/Will Johnson/Anders Parker/Yim Yames||22|1|New
2012-05-05|23|Cynic's New Year|Horse Feathers|32HXUSvlymSKkbIVOAO2nM|23|1|New
2012-05-05|24|Helplessness Blues|Fleet Foxes|3l7iMXJ0jqFnIYZRyCUewC|1|52|-4
2012-05-05|25|Paper Airplane|Alison Krauss & Union Station||3|53|-7
2012-04-28|1|The Hunger Games: Songs From District 12 And Beyond|Soundtrack||1|4|0
2012-04-28|2|Stars And Satellites|Trampled By Turtles|3otETa3Pe9HZon4cP9xZnB|2|1|Hot Shot Debut
2012-04-28|3|Sigh No More|Mumford & Sons|4EnpeGmIkEf8nAaBLLTBZn|1|113|0
2012-04-28|4|Barton Hollow|The Civil Wars|6yCzOeJHgOnJBP3K6IDPIV|1|63|0
2012-04-28|5|The Lumineers|The Lumineers|155N1gV0cIFYaLiy3I5d83|1|2|-3
2012-04-28|6|Break It Yourself|Andrew Bird|53lx7eVMQOx7jtXRYxMrUI|1|6|-1
2012-04-28|7|Old Ideas|Leonard Cohen|3rKKkW53N1n2tAzZZw7sen|1|11|+1
2012-04-28|8|Intersection|Nanci Griffith|1syBKsj7GupJxJwKcxBJFW|8|1|New
2012-04-28|9|Nothing's Gonna Change The Way You Feel About Me Now|Justin Townes Earle|1jYWRTbBHYXykXymjprIZD|4|3|-2
2012-04-28|10|Voice Of Ages|The Chieftains|6tjF20Xh7kOpkv3rvRU1mt|1|8|-1
2012-04-28|11|Blessings|Laura Story|4E2bKrxenWFwywQT3h1VBc|1|53|-5
2012-04-28|12|The Lion's Roar|First Aid Kit|4l74hbWS9uJmGe4npUbsR5|4|13|+1
2012-04-28|13|Leaving Eden|Carolina Chocolate Drops|1RGG9MCrdqsaBqvvxiM2Hf|6|7|-2
2012-04-28|14|Chimes Of Freedom: The Songs Of Bob Dylan|Various Artists|1SB9SD66SM04dm8wZdLatY|1|12|-2
2012-04-28|15|Who's Feeling Young Now?|Punch Brothers||5|9|-1
2012-04-28|16|The Grifter's Hymnal|Ray Wylie Hubbard|5GGINVZmWtjMlycdD7NlA5|9|3|-1
2012-04-28|17|The A Team (EP)|Ed Sheeran||14|6|+4
2012-04-28|18|Paper Airplane|Alison Krauss & Union Station||3|52|-2
2012-04-28|19|Agnostic Hymns & Stoner Fables|Todd Snider|6KEpPOGvTm7MLn1nnm89an|6|6|+3
2012-04-28|20|Helplessness Blues|Fleet Foxes|3l7iMXJ0jqFnIYZRyCUewC|1|51|-1
2012-04-28|21|Like A Man|Adam Cohen|0aa3haIlGYsKM6sRxWTBJD|21|1|New
2012-04-28|22|We Are The Tide|Blind Pilot|3XasgE79LkFeaIn0tgjkjo|2|20|-4
2012-04-28|23|We All Raise Our Voices to the Air: Live Songs 04.11.08|The Decemberists||5|5|0
2012-04-28|24|Come Back As Rain|Good Old War|0VTbqFF2pxCJopfms6um73|7|6|0
2012-04-28|25|Every Kingdom|Ben Howard|2MxcbOGFi99D9JACvj74AH|10|7|0
2012-04-21|1|The Hunger Games: Songs From District 12 And Beyond|Soundtrack||1|3|0
2012-04-21|2|The Lumineers|The Lumineers|155N1gV0cIFYaLiy3I5d83|1|1|Hot Shot Debut
2012-04-21|3|Sigh No More|Mumford & Sons|4EnpeGmIkEf8nAaBLLTBZn|1|112|-1
2012-04-21|4|Barton Hollow|The Civil Wars|6yCzOeJHgOnJBP3K6IDPIV|1|62|-1
2012-04-21|5|Break It Yourself|Andrew Bird|53lx7eVMQOx7jtXRYxMrUI|1|5|0
2012-04-21|6|Blessings|Laura Story|4E2bKrxenWFwywQT3h1VBc|1|52|+4
2012-04-21|7|Nothing's Gonna Change The Way You Feel About Me Now|Justin Townes Earle|1jYWRTbBHYXykXymjprIZD|4|2|-3
2012-04-21|8|Old Ideas|Leonard Cohen|3rKKkW53N1n2tAzZZw7sen|1|10|-1
2012-04-21|9|Voice Of Ages|The Chieftains|6tjF20Xh7kOpkv3rvRU1mt|1|7|-3
2012-04-21|10|The Head And The Heart|The Head And The Heart||3|62|-2
2012-04-21|11|Leaving Eden|Carolina Chocolate Drops|1RGG9MCrdqsaBqvvxiM2Hf|6|6|+1
2012-04-21|12|Chimes Of Freedom: The Songs Of Bob Dylan|Various Artists|1SB9SD66SM04dm8wZdLatY|1|11|+1
2012-04-21|13|The Lion's Roar|First Aid Kit|4l74hbWS9uJmGe4npUbsR5|4|12|+2
2012-04-21|14|Who's Feeling Young Now?|Punch Brothers||5|8|+2
2012-04-21|15|The Grifter's Hymnal|Ray Wylie Hubbard|5GGINVZmWtjMlycdD7NlA5|9|2|-6
2012-04-21|16|Paper Airplane|Alison Krauss & Union Station||3|51|+7
2012-04-21|17|Driftwood|Nicki Bluhm|5PCHcGlSN8CFQlnZm3HlMO|17|1|New
2012-04-21|18|We Are The Tide|Blind Pilot|3XasgE79LkFeaIn0tgjkjo|2|19|Re-Entry
2012-04-21|19|Helplessness Blues|Fleet Foxes|3l7iMXJ0jqFnIYZRyCUewC|1|50|-1
2012-04-21|20|Open Your Doors|Jenny & Tyler||19|1|New
2012-04-21|21|The A Team (EP)|Ed Sheeran||14|5|0
2012-04-21|22|Agnostic Hymns & Stoner Fables|Todd Snider|6KEpPOGvTm7MLn1nnm89an|6|5|-5
2012-04-21|23|We All Raise Our Voices to the Air: Live Songs 04.11.08|The Decemberists||5|4|-4
2012-04-21|24|Come Back As Rain|Good Old War|0VTbqFF2pxCJopfms6um73|7|5|+1
2012-04-21|25|Every Kingdom|Ben Howard|2MxcbOGFi99D9JACvj74AH|10|6|Re-Entry
2012-04-14|1|The Hunger Games: Songs From District 12 And Beyond|Soundtrack||1|2|0
2012-04-14|2|Sigh No More|Mumford & Sons|4EnpeGmIkEf8nAaBLLTBZn|1|111|0
2012-04-14|3|Barton Hollow|The Civil Wars|6yCzOeJHgOnJBP3K6IDPIV|1|61|0
2012-04-14|4|Nothing's Gonna Change The Way You Feel About Me Now|Justin Townes Earle|1jYWRTbBHYXykXymjprIZD|4|1|Hot Shot Debut
2012-04-14|5|Break It Yourself|Andrew Bird|53lx7eVMQOx7jtXRYxMrUI|1|4|-1
2012-04-14|6|Voice Of Ages|The Chieftains|6tjF20Xh7kOpkv3rvRU1mt|1|6|-1
2012-04-14|7|Old Ideas|Leonard Cohen|3rKKkW53N1n2tAzZZw7sen|1|9|-1
2012-04-14|8|The Head And The Heart|The Head And The Heart||3|61|-1
2012-04-14|9|The Grifter's Hymnal|Ray Wylie Hubbard|5GGINVZmWtjMlycdD7NlA5|9|1|New
2012-04-14|10|Blessings|Laura Story|4E2bKrxenWFwywQT3h1VBc|1|51|-2
2012-04-14|11|Rob Me Blind|Jay Brannan|02UjDXqUFO0Ql8iowFBSZL|11|1|New
2012-04-14|12|Leaving Eden|Carolina Chocolate Drops|1RGG9MCrdqsaBqvvxiM2Hf|6|5|0
2012-04-14|13|Chimes Of Freedom: The Songs Of Bob Dylan|Various Artists|1SB9SD66SM04dm8wZdLatY|1|10|-3
2012-04-14|14|The Wilderness: The Nomade Series Volume 4|Cowboy Junkies||14|1|New
2012-04-14|15|The Lion's Roar|First Aid Kit|4l74hbWS9uJmGe4npUbsR5|4|11|0
2012-04-14|16|Who's Feeling Young Now?|Punch Brothers||5|7|-5
2012-04-14|17|Agnostic Hymns & Stoner Fables|Todd Snider|6KEpPOGvTm7MLn1nnm89an|6|4|+1
2012-04-14|18|Helplessness Blues|Fleet Foxes|3l7iMXJ0jqFnIYZRyCUewC|1|49|-4
2012-04-14|19|We All Raise Our Voices to the Air: Live Songs 04.11.08|The Decemberists||5|3|-10
2012-04-14|20|A Church That Fits Our Needs|Lost In The Trees|4iD010W1Apem6tpZkiaWG2|13|2|-7
2012-04-14|21|The A Team (EP)|Ed Sheeran||14|4|Re-Entry
2012-04-14|22|New Multitudes|Jay Farrar/Will Johnson/Anders Parker/Yim Yames||5|5|-6
2012-04-14|23|Paper Airplane|Alison Krauss & Union Station||3|50|-3
2012-04-14|24|Voyageur|Kathleen Edwards|2CjPZev1d4F9fVnRV4TcQh|3|11|-1
2012-04-14|25|Come Back As Rain|Good Old War|0VTbqFF2pxCJopfms6um73|7|4|-6
2012-04-07|1|The Hunger Games: Songs From District 12 And Beyond|Soundtrack||1|1|Hot Shot Debut
2012-04-07|2|Sigh No More|Mumford & Sons|4EnpeGmIkEf8nAaBLLTBZn|1|110|0
2012-04-07|3|Barton Hollow|The Civil Wars|6yCzOeJHgOnJBP3K6IDPIV|1|60|+1
2012-04-07|4|Break It Yourself|Andrew Bird|53lx7eVMQOx7jtXRYxMrUI|1|3|-3
2012-04-07|5|Voice Of Ages|The Chieftains|6tjF20Xh7kOpkv3rvRU1mt|1|5|-2
2012-04-07|6|Old Ideas|Leonard Cohen|3rKKkW53N1n2tAzZZw7sen|1|8|0
2012-04-07|7|The Head And The Heart|The Head And The Heart||3|60|+1
2012-04-07|8|Blessings|Laura Story|4E2bKrxenWFwywQT3h1VBc|1|50|+5
2012-04-07|9|We All Raise Our Voices to the Air: Live Songs 04.11.08|The Decemberists||5|2|-4
2012-04-07|10|Chimes Of Freedom: The Songs Of Bob Dylan|Various Artists|1SB9SD66SM04dm8wZdLatY|1|9|-1
2012-04-07|11|Who's Feeling Young Now?|Punch Brothers||5|6|0
2012-04-07|12|Leaving Eden|Carolina Chocolate Drops|1RGG9MCrdqsaBqvvxiM2Hf|6|4|-5
2012-04-07|13|A Church That Fits Our Needs|Lost In The Trees|4iD010W1Apem6tpZkiaWG2|13|1|New
2012-04-07|14|Helplessness Blues|Fleet Foxes|3l7iMXJ0jqFnIYZRyCUewC|1|48|0
2012-04-07|15|The Lion's Roar|First Aid Kit|4l74hbWS9uJmGe4npUbsR5|4|10|+2
2012-04-07|16|New Multitudes|Jay Farrar/Will Johnson/Anders Parker/Yim Yames||5|4|-4
2012-04-07|17|Billy Jack|honeyhoney|30WtXdVFAmiTnuVn5WheWf|15|3|Re-Entry
2012-04-07|18|Agnostic Hymns & Stoner Fables|Todd Snider|6KEpPOGvTm7MLn1nnm89an|6|3|-8
2012-04-07|19|Come Back As Rain|Good Old War|0VTbqFF2pxCJopfms6um73|7|3|-4
2012-04-07|20|Paper Airplane|Alison Krauss & Union Station||3|49|0
2012-04-07|21|As The Crow Flies (EP)|Amos Lee||4|6|0
2012-04-07|22|Live From Shepherd's Bush Empire|Mumford & Sons|2fMNeQYA2SXHCfC7yV3deM|3|22|-3
2012-04-07|23|Voyageur|Kathleen Edwards|2CjPZev1d4F9fVnRV4TcQh|3|10|0
2012-04-07|24|Season One|All Sons & Daughters|4OjF1EjXkvuWttTzhx8MzW|16|2|-8
2012-04-07|25|Every Kingdom|Ben Howard|2MxcbOGFi99D9JACvj74AH|10|5|Re-Entry
2012-03-31|1|Break It Yourself|Andrew Bird|53lx7eVMQOx7jtXRYxMrUI|1|2|0
2012-03-31|2|Sigh No More|Mumford & Sons|4EnpeGmIkEf8nAaBLLTBZn|1|109|0
2012-03-31|3|Voice Of Ages|The Chieftains|6tjF20Xh7kOpkv3rvRU1mt|1|4|+1
2012-03-31|4|Barton Hollow|The Civil Wars|6yCzOeJHgOnJBP3K6IDPIV|1|59|-1
2012-03-31|5|We All Raise Our Voices to the Air: Live Songs 04.11.08|The Decemberists||5|1|Hot Shot Debut
2012-03-31|6|Old Ideas|Leonard Cohen|3rKKkW53N1n2tAzZZw7sen|1|7|-1
2012-03-31|7|Leaving Eden|Carolina Chocolate Drops|1RGG9MCrdqsaBqvvxiM2Hf|6|3|+1
2012-03-31|8|The Head And The Heart|The Head And The Heart||3|59|+1
2012-03-31|9|Chimes Of Freedom: The Songs Of Bob Dylan|Various Artists|1SB9SD66SM04dm8wZdLatY|1|8|+2
2012-03-31|10|Agnostic Hymns & Stoner Fables|Todd Snider|6KEpPOGvTm7MLn1nnm89an|6|2|-4
2012-03-31|11|Who's Feeling Young Now?|Punch Brothers||5|5|+2
2012-03-31|12|New Multitudes|Jay Farrar/Will Johnson/Anders Parker/Yim Yames||5|3|-2
2012-03-31|13|Blessings|Laura Story|4E2bKrxenWFwywQT3h1VBc|1|49|-1
2012-03-31|14|Helplessness Blues|Fleet Foxes|3l7iMXJ0jqFnIYZRyCUewC|1|47|0
2012-03-31|15|Come Back As Rain|Good Old War|0VTbqFF2pxCJopfms6um73|7|2|-8
2012-03-31|16|Season One|All Sons & Daughters|4OjF1EjXkvuWttTzhx8MzW|16|1|New
2012-03-31|17|The Lion's Roar|First Aid Kit|4l74hbWS9uJmGe4npUbsR5|4|9|-2
